-7.098207751673683008e-01,-2.584169976127996260e-01,-6.373961944248744960e-01,-7.119958120207360297e-01,1.628430439380272654e+00,8.472886644971139303e-01,1.665007326912026908e-01,1.964195413000900392e-01,5.427164158567734376e-01,1.347150596273580803e+00,7.888448814784439211e-02,1.000975907031994350e+00,1.486267613911275709e-01,-3.024704175583530219e-01,2.510585408648132955e+00,3.586124160820714502e-01,5.215590568754540080e-01,1.083894759107554506e+00,-2.988549849474895770e-01,4.853530933972647898e-01,-6.000682344326525586e-01,-6.586746783393877813e-02,-5.656615852219587515e-01,-6.226134927293217602e-01,2.019222431612654578e+00,1.862023489588169878e-01,1.801874625894994142e-01,4.009328114389078546e-01,-4.140743911132343524e-01,4.452233308652945309e-01
-8.303313636015267063e-01,2.231126598200063871e+00,-8.749799402918313485e-01,-7.790807971946176469e-01,-1.597568758929926336e+00,-1.267717060883859270e+00,-1.086471390542106619e+00,-1.243231706072403631e+00,-2.658542865740031402e+00,-1.052699494283261483e+00,-3.376004946004441121e-01,4.982582966228981114e+00,-4.296650999226377388e-01,-4.495424636078304559e-01,2.021065601102545461e-01,-8.825104847375354611e-01,-9.633409655252644921e-01,-1.817176701675101480e+00,-9.058754032270305290e-02,-6.994363748391349000e-01,-8.973606240434365278e-01,1.975153434773320837e+00,-9.495744303601629799e-01,-7.793308021640603656e-01,-1.747652139141117944e+00,-1.229372036002154056e+00,-1.258946753217681680e+00,-1.692788363681900998e+00,-2.095723448899628139e+00,-1.323417460053419870e+00
-1.011097246252763870e+00,-2.272698927500826915e-01,-1.035172133214385948e+00,-9.117796055868132576e-01,-1.077778606772527903e+00,-1.098096303631872050e+00,-8.416504648946570022e-01,-9.557671956786507605e-01,2.023789550597768994e+00,-6.885465427212987821e-01,-9.115688614504290355e-01,2.482074636844602278e+00,-8.777533170055146217e-01,-7.323059807148614153e-01,1.233596680254538169e+00,-6.452291157256945242e-01,-3.668068504991343071e-01,-6.644862295183637246e-02,-4.018443806410650354e-01,2.359418377435511804e-01,-1.099684611417442337e+00,-3.965444977912389590e-01,-1.122705782916696871e+00,-9.091316923512504644e-01,-1.515009118071477978e+00,-1.165663285875936594e+00,-1.078896879262646324e+00,-1.364239744252632835e+00,-3.541252930751460082e-01,-8.866446525486791908e-01
-3.827206065603668828e-01,-1.115806461171347103e-01,-4.089662881534915084e-01,-4.536597726230693350e-01,7.281027260618475050e-02,-4.432551058338241035e-01,-7.562763839488579887e-01,-7.824087600676568055e-01,-1.639160677064011029e-01,-1.204131784422973056e-01,-7.402026445904561491e-01,1.607016899936691279e-01,-7.264355683047525325e-01,-6.114968000313619756e-01,-4.532163377165358553e-01,-4.765837383819898632e-01,-5.056888521911184764e-01,-2.418365933945900159e-01,-1.821336698281038613e-01,-5.755907858248772158e-01,-5.195515455797317106e-01,2.748155019228471288e-02,-5.751482346771115139e-01,-5.312393326521183123e-01,-1.085562430660262229e-01,-4.454139810138914579e-01,-6.920561565955811734e-01,-4.637622049527934665e-01,-2.849532568773509578e-01,-6.227939312882946332e-01
-8.045076660799214130e-01,-1.401960704715401906e+00,-8.100708958868482190e-01,-7.731961493723473744e-01,1.913194270663128305e-01,-5.078010577084740573e-01,-6.853974707032091107e-01,-5.303921685973460587e-01,-1.282275584355337117e-01,-1.310521352482198415e-03,-8.742587484125614594e-01,-1.234892212898335950e+00,-9.440281449248406620e-01,-7.308469326389736009e-01,-1.681211797495937299e-01,-7.571239851378668284e-01,-5.796195729193945878e-01,-4.227399088198204868e-01,-4.304525461115026874e-01,-3.402841666977873269e-01,-8.147794047071075241e-01,-1.524643647836956939e+00,-8.582654293543198198e-01,-7.476331768659606469e-01,1.563124716242662582e-01,-6.472394108030533610e-01,-6.830220435020019076e-01,-3.989987957223617432e-01,-3.018619768368118184e-01,-2.107242789613194278e-01
-1.826265298018106664e+00,1.367906834861912557e+00,-1.819073669489950085e+00,-1.388730311581821919e+00,-1.110781156115855595e+00,-1.020040733922992882e+00,-1.086471390542106619e+00,-1.243231706072403631e+00,2.322263852002267870e-01,1.388220478028688643e+00,-6.167919352970311492e-02,4.875775942041825073e-01,-1.651522911472745325e-01,-5.566365923779855729e-01,1.873740900689569777e+00,-8.389303777033211285e-01,-9.633409655252644921e-01,-1.817176701675101480e+00,9.312961302813304032e-01,1.054698787337810861e+00,-1.484306640476394268e+00,8.074996160724240424e-01,-1.483791377803439948e+00,-1.118619350047629801e+00,-2.939643433492312163e-01,-1.056361441670842449e+00,-1.258946753217681680e+00,-1.692788363681900998e+00,1.977138401472634810e-01,7.963234938173597843e-01
-6.753891784718942803e-01,-1.034869825976239666e+00,-6.403087797507388546e-01,-6.613878407492114198e-01,-1.110031098176233799e+00,-1.225893158519144738e-01,-2.602468316335537768e-01,-5.604064649120853447e-01,-1.091817308748952886e+00,6.667595551972825829e-01,-8.655819779386388912e-01,-1.027316779942055058e+00,-8.378711196735307842e-01,-7.346404576362816075e-01,1.641565503373678997e-04,7.387337427932789691e-01,2.390060189503826760e-01,5.906653363889391439e-01,2.195249733768410427e-01,1.037498011085830729e+00,-7.879405084228008338e-01,-1.299973129875537259e+00,-7.699210063032116969e-01,-7.187688588570766424e-01,-1.101813923154621788e+00,1.345301756694230744e-01,-4.385854213126692130e-02,-1.313691822358740713e-01,-5.001551472704902634e-01,7.653131500835699264e-01
1.663090097095702768e+00,2.043399889189931040e-01,1.614448346086460040e+00,1.657163401225291377e+00,5.933504827032037854e-01,5.226825693135547235e-01,6.468067132639714334e-01,1.196982333102648122e+00,-1.045547784167143689e-02,-1.135681981497799753e-01,5.031785643226631688e-01,-5.988692670785573657e-01,5.163640809080958238e-01,6.269432067820942533e-01,-6.244714152452893741e-01,-1.248376656365486753e-01,-4.983262680988605198e-02,3.913083814128590077e-02,-1.157099949060619970e+00,-1.428192553250541008e-01,1.540849876861674739e+00,-9.276464251946051065e-02,1.579507022824408136e+00,1.356982893904510767e+00,4.167667077363864658e-01,4.482106629320966040e-01,6.314414116137849753e-01,6.922202913109412048e-01,-5.846987470677952325e-01,3.747930586563468225e-01
1.423612430456088762e-01,7.427399444030972075e-01,1.951871251544272656e-01,1.858321511412317287e-02,-8.295094287579560799e-01,5.602092855197465804e-01,1.775563690726731925e-01,-2.765643695908012178e-01,-1.252415600467856160e+00,-1.696970365484283816e-01,-7.224152651189147401e-01,-1.661742142168438630e-01,-3.223350688674458953e-01,-5.449642077708841681e-01,-9.039570620022335801e-01,1.125815037458353540e+00,1.005550860185665973e+00,7.135787388555591138e-01,-4.922461835276483733e-01,2.063565025901450967e-01,-1.623877719501090888e-01,2.300014537068036935e-01,-3.915254046099288926e-02,-2.588876694762676789e-01,-1.309294416328684374e+00,3.643193698269628356e-01,3.951993542166866713e-01,-5.891696643013985546e-02,-1.032011247813536370e+00,-2.201850617953571010e-01
-4.687995982990511568e-01,-1.448681362009476947e+00,-5.354557080196125085e-01,-5.104466241079779198e-01,-1.655323220280748853e+00,-1.176714774083843729e+00,-9.983579685817877136e-01,-9.459349261962362032e-01,-6.849683030610649315e-01,-3.531425083879123350e-01,-2.790322939014659998e-01,5.318997507073029984e-01,-3.903694054925948009e-01,-3.973085424910517416e-01,1.124706168531053097e+00,-8.208344610232662930e-01,-7.713006804270381433e-01,-5.730724549136093637e-01,9.164198842367030640e-01,3.491229454815810151e-01,-6.351652526505923158e-01,-1.496164286405227584e+00,-7.109259050039821171e-01,-6.121656721003392310e-01,-1.671723107596567504e+00,-1.169614687362772854e+00,-1.183331226624423138e+00,-1.296519101724007639e+00,-9.981938078946142046e-01,-7.331697310187347272e-01
